StockCode,Description,TotalQuantity,TotalRevenue,TotalOrders
84509G,FAIRY CAKE PLACEMATS ,82,315.55,27
84509G,SET OF 4 FAIRY CAKE PLACEMATS ,207,794.41,68
84509a,ENGLISH ROSE PLACEMATS,2,15.56,1
84509a,SET OF 4 ENGLISH ROSE PLACEMATS,7,53.34,6
84509c,DOTTY PLACEMATS ,1,7.78,1
84509c,SET OF 4 DOTTY PLACEMATS ,15,114.3,11
84509c,SET OF 4 POLKADOT PLACEMATS ,14,106.68,9
84509e,SET OF 4 CAROUSEL PLACEMATS ,2,15.24,1
84510A,SET OF 4 ENGLISH ROSE COASTERS,1218,1647.6399999999999,243
84510B,SET OF 4 FAIRY CAKES COASTERS ,1185,1498.55,148
84510C,SET OF 4 POLKADOT COASTERS,21,28.77,8
84510C,SET OF 4 POLKADOTS COASTERS,122,164.0,40
84510E,SET OF 4 GREEN CAROUSEL COASTERS,114,69.48,12
84510F,SET OF 4 NEW ENGLAND COASTERS ,1099,432.75,39
84510a,SET OF 4 ENGLISH ROSE COASTERS,23,57.73,19
84510b,SET OF 4 FAIRY CAKES COASTERS ,1,2.15,1
84510c,SET OF 4 POLKADOT COASTERS,9,22.589999999999996,5
84510c,SET OF 4 POLKADOTS COASTERS,10,25.099999999999998,8
84510e,SET OF 4 GREEN CAROUSEL COASTERS,13,32.629999999999995,5
84519A,TOMATO CHARLIE+LOLA COASTER SET,696,1909.46,117
84519B,CARROT CHARLIE+LOLA COASTER SET,398,1127.97,90
84520B,PACK 20 ENGLISH ROSE PAPER NAPKINS,6899,5870.849999999999,654
84520D,PACK OF 20 FAIRY CAKE PAPER NAPKINS,689,630.9699999999999,96
84520b,PACK 20 ENGLISH ROSE PAPER NAPKINS,110,257.4,10
84529A,PINK KNITTED KIDS RUCKSACK,50,290.78,19
84529B,BLUE KNITTED KID'S RUCKSACK,13,62.35,5
84529C,YELLOW KNITTED KIDS RUCKSACK,78,414.74,37
84531A,PINK KNITTED EGG COSY,50,104.36999999999999,18
84531B,BLUE KNITTED EGG COSY,45,90.1,16
84532B,FAIRY CAKES RECTANGLUAR BOXES,54,417.58,31
84533B,FAIRY CAKES ROUND NESTING BOXES,59,377.93,24
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,790,750.91,189
84534b,FAIRY CAKE NOTEBOOK A5 SIZE,4,6.64,3
84535A,ENGLISH ROSE NOTEBOOK A6 SIZE,208,160.37,43
84535B,FAIRY CAKES NOTEBOOK A6 SIZE,1396,916.98,181
84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,2054,937.16,288
84536B,FAIRY CAKES NOTEBOOK A7 SIZE,1445,694.09,235
84536a,ENGLISH ROSE NOTEBOOK A7 SIZE,11,8.91,8
84536b,FAIRY CAKES NOTEBOOK A7 SIZE,8,6.48,4
84537B,FAIRY CAKES GIFT BAG,117,49.14,11
84555A,YELLOW VW BEETLE CERAMIC MONEY BOX,47,133.85000000000002,16
84558A,3D DOG PICTURE PLAYING CARDS,963,2755.7700000000004,129
84558a,3D DOG PICTURE PLAYING CARDS,18,107.68,16
84559A,3D SHEET OF DOG STICKERS,962,851.9,144
84559B,3D SHEET OF CAT STICKERS,997,884.7299999999999,148
84559D,3D SHEET OF SEA WORLD STICKERS,149,128.41,31
84559a,3D SHEET OF DOG STICKERS,30,50.699999999999996,20
84559b,3D SHEET OF CAT STICKERS,10,16.9,6
84559d,3D SHEET OF SEA WORLD STICKERS,2,3.38,1
84562A,PINK/WHITE RIBBED MELAMINE JUG,167,1362.3600000000001,77
84562B,BLUE/WHITE RIBBED MELAMINE JUG,10,106.59,7
84563A,PINK & WHITE BREAKFAST TRAY,46,333.16,29
84563B,BLUE & WHITE BREAKFAST TRAY,35,249.69,22
84569A,PACK 3 IRON ON DOG PATCHES,281,365.35,51
84569B,PACK 3 FIRE ENGINE/CAR PATCHES,376,473.78,61
84569C,PACK 4 FLOWER/BUTTERFLY PATCHES,401,567.43,90
84569D,PACK 6 HEART/ICE-CREAM PATCHES,590,771.94,87
84570B,WHITE SATIN DRESS JEWEL STAND,4,19.8,2
84575A,PINK DOG CANNISTER,10,59.5,9
84575B,BROWN DOG CANNISTER W BONE,4,23.8,3
84586L,"PINK ROSES/GINGHAM PATCH RABBIT 8""",15,44.25000000000001,9
84595B,LARGE TRIFLE DESIGN L BLUE BOWL,230,408.9,16
84595E,LARGE TORTILLA DESIGN RED BOWL,289,568.89,21
84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,1191,1521.02,210
84596E,SMALL LICORICE DES PINK BOWL,539,697.42,129
84596F,SMALL MARSHMALLOWS PINK BOWL,995,1266.6,169
84596G,SMALL CHOCOLATES PINK BOWL,376,498.75,108
84596I,WRAP SWEETS LIGHT PINK SMALL BOWL,72,80.62,10
84596J,MIXED NUTS LIGHT GREEN BOWL,240,325.31,74
84596K,JELLY BABIES YELLOW SMALL BOWL,427,542.16,94
84596L,BISCUITS SMALL BOWL LIGHT BLUE,288,393.34,87
84596b,SMALL DOLLY MIX DESIGN ORANGE BOWL,6,15.059999999999999,5
84596e,SMALL LICORICE DES PINK BOWL,25,62.74999999999999,16
84596f,SMALL MARSHMALLOWS PINK BOWL,3,7.529999999999999,2
84596g,SMALL CHOCOLATES PINK BOWL,2,5.02,1
84596j,MIXED NUTS LIGHT GREEN BOWL,2,5.02,2
84597B,RETRO BROWN BALL ASHTRAY ,161,204.37,23
84597C,RETRO PINK BALL ASHTRAY ,315,389.73,33
84601A,NEW BAROQUE IVORY CUSHION COVER ,110,450.84000000000003,16
84611B,BLACK NEW BAROQUE FLOCK BOX,4,23.8,6
84612B,SET/4 BLACK  BAROQUE FLOCK COASTER,20,51.0,4
84613A,PINK NEW BAROQUE FLOCK CANDLESTICK,15,69.75,8
84613A,poor quality,-72,0.0,1
84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,62,258.06,12
84614A,PINK BAROQUE FLOCK CANDLE HOLDER,15,112.93,11
84614C,BLUE BAROQUE FLOCK CANDLE HOLDER,3,17.85,1
84625A,PINK NEW BAROQUECANDLESTICK CANDLE,349,640.51,50
84625B,BLCK NEW BAROQUE CANDLESTICK CANDLE,168,268.8,18
84625B,Damaged,-47,0.0,1
84625C,BLUE NEW BAROQUE CANDLESTICK CANDLE,310,511.61,47
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,620,738.4399999999999,55
84659A,WHITE TRAVEL ALARM CLOCK,329,845.9499999999999,145
84660A,WHITE STITCHED WALL CLOCK,17,71.81,9
84660B,BLACK STITCHED WALL CLOCK,38,166.2,21
84660C,PINK STITCHED WALL CLOCK,65,302.28,41
84660a,WHITE STITCHED WALL CLOCK,3,22.86,3
84660b,BLACK STITCHED WALL CLOCK,6,45.72,5
84660c,PINK STITCHED WALL CLOCK,16,121.92,15
84661A,WHITE SQUARE TABLE CLOCK,118,141.2,23
84661B,BLACK SQUARE TABLE CLOCK,129,235.04,23
84661C,PINK SQUARE TABLE CLOCK,79,74.91,11
84661a,WHITE SQUARE TABLE CLOCK,1,5.06,1
84661c,PINK SQUARE TABLE CLOCK,2,10.12,2
84663A,GRASS HOPPER WOODEN WALL CLOCK ,104,390.04,33
84671B,CROCHET BEAR WITH BLUE STRIPES,111,311.87,32
84673A,PINK FLY SWAT,409,251.77,57
84673B,BLUE FLY SWAT,330,241.10000000000002,71
84705A,ENGLISH ROSE PHOTO FRAME ,15,69.75,7
84705B,FAIRY CAKES PHOTO FRAME,84,113.27,3
84705C,PINK FLOCK PHOTO FRAME ,150,212.33,7
84705D,CHERRY BLOSSOM PHOTO FRAME ,22,97.9,14
84705F,RED PEONY PHOTO FRAME ,10,46.5,5
84705b,FAIRY CAKES PHOTO FRAME,2,6.86,2
84706A,ENGLISH ROSE TABLE CLOCK,137,325.88,7
84706B,FAIRY CAKES TABLE CLOCK,18,170.82999999999998,11
84706C,PINK FLOCK TABLE CLOCK ,84,170.8,4
84706D,CHERRY BLOSSOM TABLE CLOCK ,212,486.53999999999996,14
84706F,RED PEONY TABLE CLOCK,17,152.14999999999998,8
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,35,400.4,20
84707B,PINK JEWELLED MIRROR TRINKET TRAY,43,386.59000000000003,36
84708B,PINK JEWELLED PHOTO FRAME ,80,406.44,34
84709A,Damaged,-15,0.0,1
84709A,SILVER OVAL JEWELLED MIRROR,25,148.75,13
84709B,PINK OVAL JEWELLED MIRROR,158,907.38,78
84711A,SILVER OVAL SHAPE TRINKET BOX,19,189.04999999999998,8
84711B,PINK OVAL SHAPE TRINKET BOX,19,171.07,17
84712B,PINK JEWELLED PHOTO FRAME,71,559.45,41
84732B,CUTE BIRD CEATURE SCREEN,6,9.899999999999999,4
84732D,CUTE RABBIT CEATURE SCREEN ,4,6.6,4
84741C,CITRUS GARLAND FELT FLOWERS ,126,257.09,37
84743C,ORANGE FELT VASE + FLOWERS,9,11.25,4
84745A,PINK HANGING GINGHAM EASTER HEN,42,17.64,10
84745B,BLUE HANGING GINGHAM EASTER HEN,53,22.259999999999998,12
84750A,PINK SMALL GLASS CAKE STAND,507,1119.78,110
84750A,damages,-85,0.0,1
84750B,BLACK SMALL GLASS CAKE STAND,544,1079.23,69
84751B,BLACK MEDIUM GLASS CAKE STAND,19,71.25,12
84753A,PINK EAU DE COLOGNE BOTTLE,97,92.16999999999999,24
84760L,LARGE HANGING GLASS+ZINC LANTERN,560,896.0,1
84760S,SMALL HANGING GLASS+ZINC LANTERN,197,323.96,29
84762A,WHITE PICNIC BARBECUE BUCKET,48,422.98,32
84762B,PINK PICNIC BARBECUE BUCKET,113,837.77,48
84762C,GREEN PICNIC BARBECUE BUCKET,105,761.25,43
84782A,PINK 3 TIER GLASS PLATE STAND,113,763.95,32
84782A,"damages, lost bits etc",-20,0.0,1
84782B,BLACK 3 TIER GLASS PLATE STAND,10,127.5,6
84782B,"damages, lost bits etc",-46,0.0,1
84782C,GREEN 3 TIER GLASS PLATE STAND,68,459.8,22
84795A,PASTEL STRIPE HAMMOCK ,209,1703.97,70
84795A,coding mix up,-27,0.0,1
84795B,SUNSET CHECK HAMMOCK,130,1052.05,50
84795C,OCEAN STRIPE HAMMOCK ,322,2728.7400000000002,131
84795C,sold as D?,-10,0.0,1
84795D,SEASIDE STRIPE HAMMOCK,188,1531.8400000000001,84
84795D,missing,-240,0.0,1
84795E,RIO PINK STRIPE HAMMOCK,10,79.5,5
84795b,SUNSET CHECK HAMMOCK,3,50.94,3
84796A,PINK HAWAIIAN PICNIC HAMPER FOR 2,223,1504.8200000000002,68
84796B,BLUE SAVANNAH PICNIC HAMPER FOR 2,344,2606.2000000000003,56
84796a,PINK HAWAIIAN PICNIC HAMPER FOR 2,11,93.17,8
84796b,BLUE SAVANNAH PICNIC HAMPER FOR 2,2,17.12,2
84797A,PINK HAWAIIAN PICNIC HAMPER FOR 4,481,3361.25,44
84797B,BLUE SAVANNAH PICNIC HAMPER FOR 4,321,1811.3000000000002,34
84797B,Donated to The Food Chain charity,-1,0.0,1
84797a,PINK HAWAIIAN PICNIC HAMPER FOR 4,18,198.84,17
84797b,BLUE SAVANNAH PICNIC HAMPER FOR 4,21,232.62,19
84798A,PINK FOXGLOVE ARTIIFCIAL FLOWER,160,343.20000000000005,7
84798B,PURPLE FOXGLOVE ARTIIFCIAL FLOWER,315,464.85,7
84798C,WHITE FOXGLOVE ARTIIFCIAL FLOWER,16,40.8,3
84800L,LARGE WHITE/PINK ROSE ART FLOWER,290,331.43,16
84800M,MEDIUM WHITE/PINK ROSE ART FLOWER,123,182.91,16
84800S,SMALL WHITE/PINK ROSE ART FLOWER,281,171.97,10
84801A,PINK HYDRANGEA ART FLOWER,226,330.84000000000003,10
84801B,WHITE HYDRANGEA ART FLOWER,192,298.8,15
84802A,WHITE ANEMONE ARTIFICIAL FLOWER,207,349.83000000000004,23
84802B,PURPLE ANEMONE ARTIFICIAL FLOWER,431,423.59000000000003,16
84803A,PINK ALLIUM  ARTIFICIAL FLOWER,106,179.14000000000001,17
84803B,WHITE ALLIUM  ARTIFICIAL FLOWER,19,32.11,8
84804A,CREAM DELPHINIUM ARTIFICIAL FLOWER,154,233.50000000000003,10
84804B,BLUE DELPHINIUM ARTIFICIAL FLOWER,267,346.05000000000007,14
84805A,CREAM CLIMBING HYDRANGA ART FLOWER,115,152.85,4
84805B,BLUE CLIMBING HYDRANGA ART FLOWER,302,498.90000000000003,6
84806A,PINK CANDYSTUFT ARTIFICIAL FLOWER,182,165.01999999999998,9
84806B,WHITE CANDYSTUFT ARTIFICIAL FLOWER,142,156.45999999999998,12
84809A,WHITE CHRYSANTHEMUMS ART FLOWER,233,384.54,15
84809B,PINK CHRYSANTHEMUMS ART FLOWER,278,313.8,7
84814A,HEXAGONAL CRYSTAL PERFUME BOTTLE,1,1.95,1
84814B,RHOMBUS CRYSTAL PERFUME BOTTLE,7,13.65,3
84845A,HOLLYHOCK SQUARE HANDY TIN,1,1.25,1
84845C,CARNATION SQUARE HANDY TIN,39,48.75,15
84845D,GERANIUM SQUARE HANDY TIN,41,51.25,11
84846A,SCENTED CANDLE IN DIGITALIS TIN,208,473.03000000000003,44
84849A,HELLO SAILOR BLUE SOAP HOLDER,297,501.06,54
84849B,FAIRY SOAP SOAP HOLDER,1694,2810.88,225
84849D,HOT BATHS SOAP HOLDER,1078,1782.93,150
84856L,LARGE TAHITI BEACH BAG,237,1486.33,80
84856S,SMALL TAHITI BEACH BAG,463,1858.61,32
84857A,SILVER MONTE CARLO HANDBAG,8,68.0,3
84857C,PINK MONTE CARLO HANDBAG,99,212.7,7
84858A,NATURAL RIVIERA HANDBAG,53,128.83,8
84858A,wet and rotting,-100,0.0,1
84858B,BLUE RIVIERA HANDBAG,326,431.0,9
84858B,wet & rotting,-200,0.0,1
84858C,PINK RIVIERA HANDBAG,161,349.39,24
84859A,SILVER DISCO HANDBAG,164,340.54,23
84859B,BLUE DISCO HANDBAG,251,368.65,7
84859C,PINK DISCO HANDBAG,220,372.2,17
84864A,PINK PAISLEY PHOTO ALBUM,7,67.71000000000001,4
84867A,PINK BABY GIRLS PHOTO ALBUM,16,105.82000000000001,4
84867a,PINK BABY GIRLS PHOTO ALBUM,1,13.57,1
84867b,BLUE BABY BOY'S PHOTO ALBUM,2,27.14,1
84868A,PINK BABY GIRL'S MEMORY BOX,2,13.9,2
84868B,BLUE BABY BOY'S MEMORY BOX,3,20.85,5
84870B,BLUE GEISHA GIRL ,52,199.03,18
84870C,GREEN GEISHA GIRL ,53,206.81,16
84872A,TEATIME FUNKY FLOWER BACKPACK FOR 2,138,1533.46,71
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,38,420.44,29
84873A,FUNKY FLOWER PICNIC BAG FOR 4,31,377.2,14
84873a,FUNKY FLOWER PICNIC BAG FOR 4,88,973.36,59
84874B,BLUE TRAVEL FIRST AID KIT,46,75.89999999999999,23
84875A,PINK SQUARE COMPACT MIRROR,16,60.0,12
84875B,GREEN SQUARE COMPACT MIRROR,246,322.5,21
84875D,BLUE SQUARE COMPACT MIRROR,320,420.0,29
84876B,GREEN HEART COMPACT MIRROR,126,172.5,7
84876C,SILVER HEART COMPACT MIRROR,7,26.25,5
84876D,BLUE HEART COMPACT MIRROR,193,350.52,22
84877A,PINK ROUND COMPACT MIRROR,34,127.5,13
84877B,GREEN ROUND COMPACT MIRROR,145,291.37,23
84877D,BLUE ROUND COMPACT MIRROR,70,243.03,28
84884A,ANT WHITE WIRE HEART SPIRAL,1421,5110.71,237
84884a,ANT WHITE WIRE HEART SPIRAL,18,152.46,13
84891B,GREEN WIRE GOBLET CANDLEHOLDER,12,95.4,6
84898F,YELLOW FLOWERS FELT HANDBAG KIT,126,268.82,37
84899E,YELLOW + BROWN BEAR FELT PURSE KIT,39,52.65,15
84899E,YELLOW BROWN BEAR FELT PURSE KIT,13,20.03,7
84899F,YELLOW PURPLE DAISY FELT PURSE KIT,121,192.17,53
84908A,PINK 5 PATCH FLOWER CUSHION COVER ,432,1045.16,37
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,435,1052.29,35
84909A,PINK PAISLEY QUILT ,209,2797.55,30
84910A,PINK PAISLEY CUSHION COVER ,395,972.8,38
84912A,PINK ROSE WASHBAG,941,2447.07,160
84912B,GREEN ROSE WASHBAG,825,2019.8,107
84912a,PINK ROSE WASHBAG,2,15.56,1
84913A,SOFT PINK ROSE TOWEL ,356,1334.43,150
84913B,MINT GREEN ROSE TOWEL,245,913.65,125
84914A,PINK ROSE PICNIC RUG,6,155.7,5
84924A,WAKE UP COCKEREL CALENDAR SIGN ,58,244.91,32
84924D,LA PALMIERA METAL SIGN CALENDAR,764,272.61,15
84924D,eurobargain invc/credit,372,0.0,1
84924F,PSYCHEDELIC METAL SIGN CALENDAR,485,146.65,8
84925A,WAKE UP COCKEREL WALL THERMOMETER,179,339.28999999999996,17
84925C,FAIRY CAKES  WALL THERMOMETER,28,71.39999999999999,10
84925D,LA PALMIERA WALL THERMOMETER,66,548.75,18
84925D,incorrect credit,-372,0.0,1
84925E,FLOWERS WALL THERMOMETER,75,130.04999999999998,3
84925F,?,-104,0.0,1
84925F,PSYCHEDELIC WALL THERMOMETER,636,765.73,21
84926A,WAKE UP COCKEREL TILE COASTER,69,95.07,19
84926B,SCOTTS ROSES TILE COASTER,54,67.5,10
84926C,FAIRY CAKES TILE COASTER,134,184.6,32
84926D,LA PALMIERA TILE COASTER,68,93.82,14
84926E,FLOWERS TILE COASTER,116,147.51999999999998,13
84926F,PSYCHEDELIC TILE COASTER,55,83.92999999999999,14
84927A,WAKE UP COCKEREL TILE HOOK,103,81.41000000000001,19
84927D,LA PALMIERA TILE HOOK,474,126.98000000000002,17
84927E,FLOWERS TILE HOOK,243,128.79,17
84927F,PSYCHEDELIC TILE HOOK,36,92.48,20
84931A,PINK SCOTTIE DOG W FLOWER PATTERN,74,203.89999999999998,31
84931B,BLUE SCOTTIE DOG W FLOWER PATTERN,99,269.75,34
84932A,SMALL GREEN PEONY FOLDING STOOL,262,602.6,24
84932B,SMALL PINK PEONY FOLDING STOOL,189,401.3,17
84932C,?,-33,0.0,1
84932C,SMALL ORIENTAL BLUE FOLDING STOOL,281,606.9,35
84932D,SMALL ORIENTAL RED FOLDING STOOL,239,574.71,21
84932D,damages,-16,0.0,1
84933A,LARGE GREEN PEONY FOLDING STOOL,131,314.35,6
84933B,LARGE PINK PEONY FOLDING STOOL,136,309.15000000000003,6
84933C,LARGE BLUE ORIENTAL FOLDING STOOL,136,317.0,6
84951A,S/4 PISTACHIO LOVEBIRD COASTERS,107,168.64999999999998,24
84951A,SET OF 4 PISTACHIO LOVEBIRD COASTER,41,129.64999999999998,18
84951B,S/4 BLACK LOVEBIRD COASTERS,88,171.60999999999999,28
84951B,SET OF 4 BLACK LOVEBIRD COASTERS,26,76.33999999999999,10
84951b,S/4 BLACK LOVEBIRD COASTERS,9,46.2,4
84951b,SET OF 4 BLACK LOVEBIRD COASTERS,1,5.06,1
84952A,CLEAR LOVE BIRD T-LIGHT HOLDER,75,203.18,15
84952B,BLACK LOVE BIRD T-LIGHT HOLDER,241,369.59999999999997,19
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,269,510.13,34
84963A,PINK PAINTED KASHMIRI CHAIR,23,763.35,9
84963B,BLUE PAINTED KASHMIRI CHAIR,15,441.65000000000003,5
84964A,PINK PAINTED KASHMIRI TABLE,11,630.0,2
84964B,BLUE PAINTED KASHMIRI TABLE ,17,990.0,2
84965A,PINK KASHMIRI COFFEE TABLE ,20,1050.0,3
84965B,BLUE KASHMIRI COFFEE TABLE ,27,1359.95,4
84966A,PINK KASHMIRI BOXED MIRROR,13,225.95,4
84966A,Sold as C,-16,0.0,1
84966B,BLUE KASHMIRI BOXED MIRROR,33,428.0,4
84966C,GREEN KASHMIRI BOXED MIRROR,23,276.0,2
84966C,Sold as A/B,16,0.0,1
84967A,PINK KASHMIRI OCCASIONAL TABLE,2,94.95,4
84967B,BLUE KASHMIRI OCCASIONAL TABLE,21,1109.5,13
84967C,GREEN KASHMIRI OCCASIONAL TABLE,9,419.85,4
84968A,S/16 VINTAGE ROSE CUTLERY,190,2511.24,85
84968A,SET OF 16 VINTAGE ROSE CUTLERY,52,675.74,25
84968B,S/16 VINTAGE IVORY CUTLERY,426,5655.91,131
84968B,SET OF 16 VINTAGE IVORY CUTLERY,3,38.25,3
84968B,"rust,missing sets etc",-256,0.0,1
84968C,S/16 VINTAGE PISTACHIO CUTLERY,262,3177.2999999999997,58
84968C,SET OF 16 VINTAGE PISTACHIO CUTLERY,65,967.9499999999999,33
84968D,?,-266,0.0,1
84968D,S/16 VINTAGE RED CUTLERY,287,3349.7599999999998,38
84968D,SET OF 16 VINTAGE RED CUTLERY,30,407.98,15
84968E,S/16 VINTAGE BLACK CUTLERY,221,2534.45,41
84968E,SET OF 16 VINTAGE BLACK CUTLERY,30,382.5,14
84968E,check,-35,0.0,1
84968F,S/16 VINTAGE SKY BLUE CUTLERY,84,1092.42,51
84968F,SET OF 16 VINTAGE SKY BLUE CUTLERY,40,624.66,18
84968F,check,-20,0.0,1
84968a,S/16 VINTAGE ROSE CUTLERY,1,25.49,1
84968a,SET OF 16 VINTAGE ROSE CUTLERY,1,25.49,1
84968b,S/16 VINTAGE IVORY CUTLERY,1,25.49,1
84968b,SET OF 16 VINTAGE IVORY CUTLERY,1,25.49,1
84968d,S/16 VINTAGE RED CUTLERY,1,25.49,1
84968e,S/16 VINTAGE BLACK CUTLERY,4,101.96,4
84968e,SET OF 16 VINTAGE BLACK CUTLERY,5,127.44999999999999,4
84968f,SET OF 16 VINTAGE SKY BLUE CUTLERY,1,25.49,1
84970L,SINGLE HEART ZINC T-LIGHT HOLDER,11548,10996.42,645
84970S,HANGING HEART ZINC T-LIGHT HOLDER,17839,14374.769999999999,916
84970l,SINGLE HEART ZINC T-LIGHT HOLDER,46,97.97999999999999,21
84970s,HANGING HEART ZINC T-LIGHT HOLDER,149,317.37,37
84971L,LARGE HEART FLOWERS HOOK   ,563,696.01,60
84971S,?,-504,0.0,1
84971S,SMALL HEART FLOWERS HOOK ,4849,4064.62,297
84971s,SMALL HEART FLOWERS HOOK ,6,9.959999999999999,3
84972L,GIANT PINK HEART MEMO HOLDER,117,462.15000000000003,46
84984A,GREEN PEONY CUSHION COVER,236,315.4,6
84984A,GREEN PEONY DES C/COVER,9,49.07,6
84984B,RED PEONY CUSHION COVER ,292,401.8,5
84984B,RED PEONY DES C/COVER ,11,51.150000000000006,7
84984C,ORIENTAL BLUE C/COVER ,13,89.59,8
84984C,ORIENTAL BLUE CUSHION COVER ,219,311.57,8
84984D,ORIENTAL RED C/COVER ,27,165.11,11
84984D,ORIENTAL RED CUSHION COVER ,119,179.35,6
84985A,SET OF 72 GREEN PAPER DOILIES,613,973.18,140
84985B,SET OF 72 BLACK PAPER DOILIES ,128,194.95999999999998,24
84985a,SET OF 72 GREEN PAPER DOILIES,10,29.8,8
84985b,SET OF 72 BLACK PAPER DOILIES ,1,2.98,1
84986B,SET OF 36 SILVER PAPER DOILIES,464,685.4599999999999,75
84986b,SET OF 36 SILVER PAPER DOILIES,6,17.88,5
84989A,75 GREEN FAIRY CAKE CASES,2091,1077.6000000000001,137
84989B,75 BLACK FAIRY CAKE CASES,1010,510.7,57
84989a,75 GREEN FAIRY CAKE CASES,33,65.19,17
84989b,75 BLACK FAIRY CAKE CASES,10,12.8,6
84993A,75 GREEN PETIT FOUR CASES,1155,501.1,125
84993B,75 BLACK PETIT FOUR CASES,507,225.18,70
84993a,75 GREEN PETIT FOUR CASES,19,16.15,11
84993b,75 BLACK PETIT FOUR CASES,20,16.99,13
84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,1906,6903.650000000001,241
84997A,GREEN 3 PIECE POLKADOT CUTLERY SET,773,2818.29,108
84997B,RED 3 PIECE MINI DOTS CUTLERY SET,4206,15328.1,496
84997B,RED 3 PIECE RETROSPOT CUTLERY SET,893,3357.66,177
84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,3895,14183.64,483
84997C,BLUE 3 PIECE POLKADOT CUTLERY SET,1100,4010.61,154
84997D,PINK 3 PIECE MINI DOTS CUTLERY SET,4338,15703.28,452
84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1292,4770.75,188
84997a,GREEN 3 PIECE MINI DOTS CUTLERY SET,43,357.41,11
84997a,GREEN 3 PIECE POLKADOT CUTLERY SET,29,245.63000000000002,5
84997b,RED 3 PIECE MINI DOTS CUTLERY SET,49,414.18,7
84997b,RED 3 PIECE RETROSPOT CUTLERY SET,126,1067.22,13
84997c,BLUE 3 PIECE MINI DOTS CUTLERY SET,3,25.410000000000004,2
84997c,BLUE 3 PIECE POLKADOT CUTLERY SET,69,584.4300000000001,12
84997d,PINK 3 PIECE MINI DOTS CUTLERY SET,1,7.62,1
84997d,PINK 3 PIECE POLKADOT CUTLERY SET,70,592.9000000000001,10
85014A,BLACK/BLUE DOTS RUFFLED UMBRELLA,2968,12369.92,303
85014A,BLACK/BLUE POLKADOT UMBRELLA,531,2987.76,121
85014B,RED RETROSPOT UMBRELLA,827,4717.900000000001,153
85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3444,15330.880000000001,424
85014C,BLUE/BROWN DOTS RUFFLED UMBRELLA,355,1694.73,73
85014D,PINK/BROWN DOTS RUFFLED UMBRELLA,1919,6670.4,90
85014a,BLACK/BLUE DOTS RUFFLED UMBRELLA,10,127.2,9
85014a,BLACK/BLUE POLKADOT UMBRELLA,9,114.48,8
85014b,RED RETROSPOT UMBRELLA,14,178.08,11
85014b,RED/WHITE DOTS RUFFLED UMBRELLA,6,76.60000000000001,5
85017A,ENVELOPE 50 ROMANTIC IMAGES,1151,787.0699999999999,171
85017A,wrong ctn size,-626,0.0,1
85017B,ENVELOPE 50 BLOSSOM IMAGES,1174,807.0999999999999,168
85017C,?,-728,0.0,1
85017C,ENVELOPE 50 CURIOUS IMAGES,759,580.1899999999999,111
85018A,S/6 PAPER BOXES ROMANTIC IMAGES,15,63.75,10
85018B,S/6 PAPER BOXES BLOSSOM IMAGES ,15,63.75,10
85018C,S/6 PAPER BOXES CURIOUS IMAGES ,36,127.2,4
85018D,YULETIDE IMAGES S/6 PAPER BOXES,766,931.65,79
85019A,ROMANTIC IMAGES NOTEBOOK SET,213,337.69,18
85019B,BLOSSOM  IMAGES NOTEBOOK SET,182,269.5,12
85019C,CURIOUS  IMAGES NOTEBOOK SET,220,363.22,16
85023A,CRYSTAL LARGE JEWELLED PHOTO FRAME,21,53.55,11
85023B,EAU DE NILE JEWELLED PHOTOFRAME,187,444.45,26
85023C,PINK LARGE JEWELED PHOTOFRAME,23,58.65,11
85024A,CRYSTAL SMALL JEWELLED PHOTOFRAME,1,1.65,1
85024B,EAU DE NILE JEWELLED PHOTOFRAME,25,41.24999999999999,8
85024C,PINK SMALL JEWELLED PHOTOFRAME,88,145.2,34
85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,241,431.98999999999995,60
85025C,PINK HEART SHAPE PHOTO FRAME,406,779.9699999999999,92
85026B,EAU DE NILE JEWELLED T-LIGHT HOLDER,224,299.83,20
85027L,FRENCH CHATEAU LARGE PLATTER ,92,329.4,25
85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,235,588.61,25
85028S,FRENCH CHATEAU SMALL FRUITBOWL,368,550.32,27
85031A,ROMANTIC IMAGES SCRAP BOOK SET,461,897.54,95
85031B,BLOSSOM IMAGES SCRAP BOOK SET,496,896.09,84
85031C,CURIOUS IMAGES SCRAP BOOK SET,478,1002.63,105
85032A,ROMANTIC IMAGES GIFT WRAP SET,658,559.62,27
85032B,BLOSSOM IMAGES GIFT WRAP SET,196,213.35000000000002,19
